EmployeeID,Year,PerformanceRating,GoalsAchieved,ReviewerNotes
792,2024,3,96%,Consistent delivery with focus on key deliverables.
792,2025,3,97%,Consistent delivery with focus on key deliverables.
792,2026,3,97%,Consistent delivery with focus on key deliverables.
793,2024,3,80%,Consistent delivery with focus on key deliverables.
793,2025,2,76%,Needs improvement in deadlines and upskilling.
793,2026,3,98%,Consistent delivery with focus on key deliverables.
796,2024,3,83%,Consistent delivery with focus on key deliverables.
796,2025,3,91%,Consistent delivery with focus on key deliverables.
796,2026,3,76%,Consistent delivery with focus on key deliverables.
797,2024,3,78%,Consistent delivery with focus on key deliverables.
797,2025,3,99%,Consistent delivery with focus on key deliverables.
797,2026,4,98%,Consistent delivery with focus on key deliverables.
799,2024,3,95%,Consistent delivery with focus on key deliverables.
799,2025,4,76%,Consistent delivery with focus on key deliverables.
799,2026,3,73%,Consistent delivery with focus on key deliverables.
800,2024,4,76%,Consistent delivery with focus on key deliverables.
800,2025,4,77%,Consistent delivery with focus on key deliverables.
800,2026,4,97%,Consistent delivery with focus on key deliverables.
802,2024,4,89%,Consistent delivery with focus on key deliverables.
802,2025,3,94%,Consistent delivery with focus on key deliverables.
802,2026,3,78%,Consistent delivery with focus on key deliverables.
803,2024,3,82%,Consistent delivery with focus on key deliverables.
803,2025,3,89%,Consistent delivery with focus on key deliverables.
803,2026,2,98%,Needs improvement in deadlines and upskilling.
804,2024,3,88%,Consistent delivery with focus on key deliverables.
804,2025,3,81%,Consistent delivery with focus on key deliverables.
804,2026,4,99%,Consistent delivery with focus on key deliverables.
805,2024,3,92%,Consistent delivery with focus on key deliverables.
805,2025,4,82%,Consistent delivery with focus on key deliverables.
805,2026,2,97%,Needs improvement in deadlines and upskilling.
806,2024,5,79%,Consistent delivery with focus on key deliverables.
806,2025,5,99%,Consistent delivery with focus on key deliverables.
806,2026,4,90%,Consistent delivery with focus on key deliverables.
807,2024,5,78%,Consistent delivery with focus on key deliverables.
807,2025,3,71%,Consistent delivery with focus on key deliverables.
807,2026,4,91%,Consistent delivery with focus on key deliverables.
808,2024,2,83%,Needs improvement in deadlines and upskilling.
808,2025,3,79%,Consistent delivery with focus on key deliverables.
808,2026,4,83%,Consistent delivery with focus on key deliverables.
809,2024,2,75%,Needs improvement in deadlines and upskilling.
809,2025,4,90%,Consistent delivery with focus on key deliverables.
809,2026,3,82%,Consistent delivery with focus on key deliverables.
811,2024,5,72%,Consistent delivery with focus on key deliverables.
811,2025,5,89%,Consistent delivery with focus on key deliverables.
811,2026,3,82%,Consistent delivery with focus on key deliverables.
812,2024,3,92%,Consistent delivery with focus on key deliverables.
812,2025,3,85%,Consistent delivery with focus on key deliverables.
812,2026,4,72%,Consistent delivery with focus on key deliverables.
813,2024,4,84%,Consistent delivery with focus on key deliverables.
813,2025,4,91%,Consistent delivery with focus on key deliverables.
813,2026,4,89%,Consistent delivery with focus on key deliverables.
815,2024,2,77%,Needs improvement in deadlines and upskilling.
815,2025,2,92%,Needs improvement in deadlines and upskilling.
815,2026,3,99%,Consistent delivery with focus on key deliverables.
816,2024,2,80%,Needs improvement in deadlines and upskilling.
816,2025,3,72%,Consistent delivery with focus on key deliverables.
816,2026,3,90%,Consistent delivery with focus on key deliverables.
817,2024,3,84%,Consistent delivery with focus on key deliverables.
817,2025,2,87%,Needs improvement in deadlines and upskilling.
817,2026,4,92%,Consistent delivery with focus on key deliverables.
819,2024,2,79%,Needs improvement in deadlines and upskilling.
819,2025,3,89%,Consistent delivery with focus on key deliverables.
819,2026,3,82%,Consistent delivery with focus on key deliverables.
820,2024,3,82%,Consistent delivery with focus on key deliverables.
820,2025,4,93%,Consistent delivery with focus on key deliverables.
820,2026,2,92%,Needs improvement in deadlines and upskilling.
823,2024,2,99%,Needs improvement in deadlines and upskilling.
823,2025,2,85%,Needs improvement in deadlines and upskilling.
823,2026,3,92%,Consistent delivery with focus on key deliverables.
824,2024,5,81%,Consistent delivery with focus on key deliverables.
824,2025,4,97%,Consistent delivery with focus on key deliverables.
824,2026,5,88%,Consistent delivery with focus on key deliverables.
825,2024,4,86%,Consistent delivery with focus on key deliverables.
825,2025,2,84%,Needs improvement in deadlines and upskilling.
825,2026,3,87%,Consistent delivery with focus on key deliverables.
826,2024,3,82%,Consistent delivery with focus on key deliverables.
826,2025,3,85%,Consistent delivery with focus on key deliverables.
826,2026,3,95%,Consistent delivery with focus on key deliverables.
827,2024,2,95%,Needs improvement in deadlines and upskilling.
827,2025,3,70%,Consistent delivery with focus on key deliverables.
827,2026,4,74%,Consistent delivery with focus on key deliverables.
828,2024,2,94%,Needs improvement in deadlines and upskilling.
828,2025,3,99%,Consistent delivery with focus on key deliverables.
828,2026,2,73%,Needs improvement in deadlines and upskilling.
829,2024,3,96%,Consistent delivery with focus on key deliverables.
829,2025,4,84%,Consistent delivery with focus on key deliverables.
829,2026,3,93%,Consistent delivery with focus on key deliverables.
830,2024,3,74%,Consistent delivery with focus on key deliverables.
830,2025,2,98%,Needs improvement in deadlines and upskilling.
830,2026,2,98%,Needs improvement in deadlines and upskilling.
832,2024,2,82%,Needs improvement in deadlines and upskilling.
832,2025,3,97%,Consistent delivery with focus on key deliverables.
832,2026,3,95%,Consistent delivery with focus on key deliverables.
833,2024,5,90%,Consistent delivery with focus on key deliverables.
833,2025,4,87%,Consistent delivery with focus on key deliverables.
833,2026,5,97%,Consistent delivery with focus on key deliverables.
834,2024,4,92%,Consistent delivery with focus on key deliverables.
834,2025,3,97%,Consistent delivery with focus on key deliverables.
834,2026,3,70%,Consistent delivery with focus on key deliverables.
836,2024,4,80%,Consistent delivery with focus on key deliverables.
836,2025,4,91%,Consistent delivery with focus on key deliverables.
836,2026,3,98%,Consistent delivery with focus on key deliverables.
837,2024,2,87%,Needs improvement in deadlines and upskilling.
837,2025,4,74%,Consistent delivery with focus on key deliverables.
837,2026,3,84%,Consistent delivery with focus on key deliverables.
838,2024,3,79%,Consistent delivery with focus on key deliverables.
838,2025,4,73%,Consistent delivery with focus on key deliverables.
838,2026,4,77%,Consistent delivery with focus on key deliverables.
840,2024,3,75%,Consistent delivery with focus on key deliverables.
840,2025,3,80%,Consistent delivery with focus on key deliverables.
840,2026,4,94%,Consistent delivery with focus on key deliverables.
842,2024,2,88%,Needs improvement in deadlines and upskilling.
842,2025,3,71%,Consistent delivery with focus on key deliverables.
842,2026,3,84%,Consistent delivery with focus on key deliverables.
843,2024,5,82%,Consistent delivery with focus on key deliverables.
843,2025,3,79%,Consistent delivery with focus on key deliverables.
843,2026,3,93%,Consistent delivery with focus on key deliverables.
844,2024,3,80%,Consistent delivery with focus on key deliverables.
844,2025,3,97%,Consistent delivery with focus on key deliverables.
844,2026,3,97%,Consistent delivery with focus on key deliverables.
845,2024,3,94%,Consistent delivery with focus on key deliverables.
845,2025,5,84%,Consistent delivery with focus on key deliverables.
845,2026,3,95%,Consistent delivery with focus on key deliverables.
846,2024,4,78%,Consistent delivery with focus on key deliverables.
846,2025,5,84%,Consistent delivery with focus on key deliverables.
846,2026,4,70%,Consistent delivery with focus on key deliverables.
847,2024,3,78%,Consistent delivery with focus on key deliverables.
847,2025,2,86%,Needs improvement in deadlines and upskilling.
847,2026,2,70%,Needs improvement in deadlines and upskilling.
848,2024,4,74%,Consistent delivery with focus on key deliverables.
848,2025,3,80%,Consistent delivery with focus on key deliverables.
848,2026,4,75%,Consistent delivery with focus on key deliverables.
850,2024,2,87%,Needs improvement in deadlines and upskilling.
850,2025,3,87%,Consistent delivery with focus on key deliverables.
850,2026,2,96%,Needs improvement in deadlines and upskilling.
851,2024,2,74%,Needs improvement in deadlines and upskilling.
851,2025,4,88%,Consistent delivery with focus on key deliverables.
851,2026,3,82%,Consistent delivery with focus on key deliverables.
852,2024,3,76%,Consistent delivery with focus on key deliverables.
852,2025,3,83%,Consistent delivery with focus on key deliverables.
852,2026,3,95%,Consistent delivery with focus on key deliverables.
854,2024,3,77%,Consistent delivery with focus on key deliverables.
854,2025,3,72%,Consistent delivery with focus on key deliverables.
854,2026,3,73%,Consistent delivery with focus on key deliverables.
855,2024,4,73%,Consistent delivery with focus on key deliverables.
855,2025,4,92%,Consistent delivery with focus on key deliverables.
855,2026,5,81%,Consistent delivery with focus on key deliverables.
856,2024,4,89%,Consistent delivery with focus on key deliverables.
856,2025,3,82%,Consistent delivery with focus on key deliverables.
856,2026,4,77%,Consistent delivery with focus on key deliverables.
857,2024,3,91%,Consistent delivery with focus on key deliverables.
857,2025,3,78%,Consistent delivery with focus on key deliverables.
857,2026,4,78%,Consistent delivery with focus on key deliverables.
859,2024,2,96%,Needs improvement in deadlines and upskilling.
859,2025,2,70%,Needs improvement in deadlines and upskilling.
859,2026,3,92%,Consistent delivery with focus on key deliverables.
861,2024,3,76%,Consistent delivery with focus on key deliverables.
861,2025,2,79%,Needs improvement in deadlines and upskilling.
861,2026,4,73%,Consistent delivery with focus on key deliverables.
862,2024,4,85%,Consistent delivery with focus on key deliverables.
862,2025,4,78%,Consistent delivery with focus on key deliverables.
862,2026,3,95%,Consistent delivery with focus on key deliverables.
864,2024,3,96%,Consistent delivery with focus on key deliverables.
864,2025,2,98%,Needs improvement in deadlines and upskilling.
864,2026,2,83%,Needs improvement in deadlines and upskilling.
865,2024,2,95%,Needs improvement in deadlines and upskilling.
865,2025,2,70%,Needs improvement in deadlines and upskilling.
865,2026,2,72%,Needs improvement in deadlines and upskilling.
867,2024,3,92%,Consistent delivery with focus on key deliverables.
867,2025,4,78%,Consistent delivery with focus on key deliverables.
867,2026,5,89%,Consistent delivery with focus on key deliverables.
868,2024,3,74%,Consistent delivery with focus on key deliverables.
868,2025,2,97%,Needs improvement in deadlines and upskilling.
868,2026,3,79%,Consistent delivery with focus on key deliverables.
869,2024,3,85%,Consistent delivery with focus on key deliverables.
869,2025,3,75%,Consistent delivery with focus on key deliverables.
869,2026,4,92%,Consistent delivery with focus on key deliverables.
872,2024,4,87%,Consistent delivery with focus on key deliverables.
872,2025,3,97%,Consistent delivery with focus on key deliverables.
872,2026,5,78%,Consistent delivery with focus on key deliverables.
874,2024,4,87%,Consistent delivery with focus on key deliverables.
874,2025,4,71%,Consistent delivery with focus on key deliverables.
874,2026,3,75%,Consistent delivery with focus on key deliverables.
875,2024,3,92%,Consistent delivery with focus on key deliverables.
875,2025,2,89%,Needs improvement in deadlines and upskilling.
